Unnamed: 0,ID,name,href,docket,term,first_party,second_party,facts,facts_len,majority_vote,minority_vote,first_party_winner,decision_type,disposition,issue_area,api_question,api_conclusion
2747,61855,Baird v. State Bar of Arizona,https://api.oyez.org/cases/1970/15,15,1970,Sara Baird,State Bar of Arizona,"Sara Baird graduated from law school at Stanford University in 1967 and passed the bar examination in Arizona. Among the questions asked by the Arizona Bar Committee, she answered Question 25, which requested that she list all of the organizations to which she has belonged since the age of 16. She declined to answer Question 27, which asked whether she “had ever been a member of the Communist party or any organization ‘that advocates overthrow of the United States Government by force or violence.’” Because she did not answer that question, the Committee did not process her application any further. The Arizona Supreme Court denied Baird’s petition for the Bar Committee to show cause why she should be denied admittance to the State Bar of Arizona. 
",764,5,4,True,plurality opinion,reversed/remanded,First Amendment,Does the First Amendment protect against state inquiries into personal beliefs for the purpose of excluding a person from a profession?,"Yes. Justice Hugo L. Black delivered the opinion of the 5-4 majority. The Court held that the First Amendment protection of freedom of association prevents a state from denying a person access to a profession based on the exercise of that right. In order for a state to investigate a person’s beliefs for the sake of employment, the state must show the inquiry is necessary “to protect a legitimate state interest.” The Court held that the petitioner had already provided the Bar Committee with enough relevant information about her membership in associations.Justice Potter Stewart wrote a concurring opinion where he argued that such a state inquiry must distinguish between being a member of an organization and actively supporting the actions of an anti-governmental group.  He also held that the question on the State Bar Application was unconstitutional because it was clearly used to deny admission to the Bar based on objectionable beliefs.Justice Harry A. Blackmun wrote a dissenting opinion. He argued that the First Amendment allows a state to make inquiries into the beliefs that will directly impact a professional’s ability to perform the duties of the job. Because a lawyer is an officer of the court, beliefs regarding the government are relevant to the Bar Committee’s inquiry. He wrote that, although being a lawyer is a privilege and not a right, nothing indicated that the Bar Committee would have refused Baird admission to the Bar had she answered the question in the affirmative. Chief Justice Warren E. Burger, Justice John M. Harlan, and Justice Byron R. White joined in the dissent.In his dissenting opinion, Justice Byron R. White wrote that state Bars had a legitimate interest in preventing applicants who wish to overthrow the United States government from practicing law. He argued that there was no constitutional basis to prevent a state from making relevant inquiries into beliefs that could influence an applicant’s performance of his/her duties."
2748,61863,In re Stolar,https://api.oyez.org/cases/1970/18,18,1970,Martin Robert Stolar,"State of Ohio, Columbus Bar Association","Martin Robert Stolar was admitted to the New York Bar in 1968. In his application, he answered several questions about his social, religious and political affiliations. When Stolar applied to the Ohio Bar in 1969 he supplied the Ohio Bar Association with all of the information from his New York Bar application. The Ohio Bar also subjected Stolar to an oral interrogation where they asked questions relating to whether he was associated with any organization that advocated the violent overthrow of the government. Stolar refused to answer those questions and the interrogation committee recommended that he be denied admission to the Bar. Stolar had nothing in his record, other than refusal to answer the questions, that showed that he did not have the necessary good character for admission to the Ohio Bar. The Ohio Supreme Court approved the committee’s recommendation without opinion.
",899,5,4,True,plurality opinion,reversed/remanded,First Amendment,Do the Ohio Bar’s requirement that applicants answer questions about possible Communist Party affiliation violate the First Amendment?,"Yes.  Though they could not agree on an opinion, five members of the court agreed that the Ohio Bar’s questions violated the First Amendment.  Justice Hugo L. Black delivered the judgment of the court, holding that the First Amendment’s protection of freedom of association and prohibition against a state penalizing a person for their membership in a particular organization made the Ohio Bar questions improper.  Justice Potter Stewart concurred in the judgment, writing that the questions were improper under prior Supreme Court precedent.Justice Byron R. White dissented, arguing that the Constitution did not require a state to admit someone to practice law who believed in violence.  The Ohio Bar questions were properly designed to discover whether an applicant expected to actively support illegal violence.  Justice Harry A. Blackmun also dissented, stating that the judgment should be affirmed based on Stolar’s refusal to answer the questions.  Chief Justice Warren Burger, Justice John M. Harlan, and Justice Byron R. White joined in the dissent.  Justice John M. Harlan separately dissented, arguing that the Constitution does prevent a state bar association from denying admission based on theoretical beliefs in a right of revolution, but it does not require admission of someone who seeks entry for the purpose of doing away with the orderly process of law."
2749,61878,Waller v. Florida,https://api.oyez.org/cases/1969/24,24,1969,"Joseph Waller, Jr. ",Florida,"Joseph Waller stole a mural from the St. Petersburg City Hall.  The city charged and convicted him in municipal court with two ordinance violations.  Based on the same acts, Waller was prosecuted and convicted in the Circuit Court of Florida for grand larceny.  On appeal, Waller argued that the municipal court and subsequent circuit court prosecutions put him in double jeopardy.  The District Court of Appeal of Florida rejected this argument and upheld the conviction.
",480,8,0,True,majority opinion,vacated/remanded,Criminal Procedure,Do successive municipal and state prosecutions involving charges arising out of the same conduct violate the Fifth Amendment’s protection against double jeopardy?,"Yes.  Chief Justice Warren E. Burger, writing for a unanimous court, vacated the circuit court conviction.  The Supreme Court held that Waller was put twice in jeopardy because the circuit court charges were based on the same acts as the municipal court charges.  State and municipal courts are part of one sovereign judicial system.  Justice Hugo L. Black concurred, but noted that state and federal governments should not be considered separate sovereignties for double jeopardy purposes.  Justice William J. Brennan also concurred, writing that double jeopardy bars a second trial for charges arising out of the same acts unless the case falls within an exception to the “same transaction” rule."
2751,61887,Brady v. United States,https://api.oyez.org/cases/1969/270,270,1969,Robert M. Brady ,United States,"Robert M. Brady pleaded not guilty to kidnapping.  After learning that his codefendant confessed and would be available to testify against him, Brady changed his plea to guilty.  The crime had a maximum penalty of death, but a U.S. statute allowed the death penalty only if the verdict of a jury recommends.  The judge sentenced him to 50 years in prison.  The sentence was later reduced to 30 years.  8 years later, Brady sought relief in U.S. District Court for the District of New Mexico, claiming his guilty plea was not voluntarily given because the possibility of the death penalty coerced his plea.  The district court denied relief and the U.S. Court of Appeals for the 10th Circuit affirmed, finding that Brady changed his plea because of the codefendants actions.  The court held that an intervening decision <i>United States v. Jackson</i>, which held the death penalty unconstitutional because it imposes an impermissible burden on an accused’s Fifth Amendment right to not plead guilty and Sixth Amendment right to a trial by jury, did not apply.
",1067,8,0,False,majority opinion,affirmed,Criminal Procedure,ShouldUnited States v. Jacksonbe applied retroactively to guilty pleas entered prior to that decision?Did the death penalty needlessly encourage Brady to plead guilty in violation of the Fifth Amendment?,"No, No.  Justice Byron R. White, writing for five members of the court, affirmed.  The Supreme Court held thatUnited States v. Jacksondoes not require every guilty plea to be overturned when fear of death was a factor in the plea.  The voluntariness of the plea is determined by considering all of the relevant circumstances.  While Brady may have been partially motivated by a desire to avoid the death penalty, the guilty plea was voluntarily made with the advice of competent counsel.  Justice Hugo L. Black concurred in the judgment and substantially all of the opinion, but expressed his belief thatUnited States v. Jacksonwas wrongly decided.  Justice William J. Brennan, Jr. concurred in the result, because there was no evidence that fear of the death penalty played a substantial role in Brady’s decision.  Justice Brennan also expressed that the court’s method of analysis was unclear.  Justice William O. Douglas and Justice Thurgood Marshall joined in the concurrence."
2752,61891,United States v. Interstate Commerce Commission,https://api.oyez.org/cases/1969/28,28,1969,United States,"Interstate Commerce Commission, et al.","The Great Northern Railway Company and the Northern Pacific Railway Company filed applications with the Interstate Commerce Commission (ICC) for a proposed merger of themselves and three subsidiaries.  The ICC decided that the merger would result in savings, improved service, and more efficient use of the railroad’s facilities.  These benefits were outweighed, however, by the potential loss of jobs and lessening of competition.  The ICC later reopened its investigation, focusing on the amount of savings the merger would produce.  This time, the ICC approved the merger, concluding that the proposed savings were more important.  Several railroads filed a complaint in the U.S. District Court for the District of Columbia, alleging that the ICC failed to give proper weight to the decrease in competition the merger would produce.  The district court affirmed the ICC decision.  The Supreme Court heard this case on direct appeal.
",943,7,0,False,majority opinion,affirmed,Economic Activity,Was the ICC’s approval of the merger improper?,"No.  Chief Justice Warren E. Burger, writing for a unanimous court, affirmed.  The Supreme Court held that substantial evidence supported the ICC’s decision.  The savings, service improvements, and conditions agreed to by the merging railroads far outweighed the loss of competition.  The court also upheld the ICC’s decision on the ratio for the exchange of stock that would take place during the merger.  Justice William O. Douglas did not participate."
2753,61894,Carter v. Jury Commission of Greene County,https://api.oyez.org/cases/1969/30,30,1969,"Willie Carter Sr., John Head, Rev. Percy McShan ",Jury Commission of Greene County et al.,"African-American citizens of Greene County Alabama filed a class action against the Greene County, Alabama Jury Commission, alleging racial discrimination in the selection of potential jurors, and the Governor of Alabama, for appointing an all-white jury commission in a predominantly African-American county. The class members alleged that they were qualified for jury service but never summoned. They sought declaratory and injunctive relief declaring that the Alabama statute governing jury selection was unconstitutional and enjoining future enforcement of the statute. The Alabama statute provided that potential jurors should be “generally reputed to be honest and intelligent” and “esteemed in the community for their integrity, good character and sound judgment.” The district court held that the Jury Commission did not follow the Alabama statute and systematically discriminated in preparing jury lists. The court ordered a new list created in compliance with the Alabama statute and constitutional principles. The court declined to invalidate the statue or compel the Governor to appoint African-Americans to the jury commission. This case was heard on direct appeal.
",1186,7,1,False,majority opinion,affirmed,Civil Rights,Is the Alabama statute unconstitutionally vague in violation of the Fourteenth Amendment?Was the appointment of a white only jury commission unconstitutional?,"No, No. Justice Potter Stewart, writing for a unanimous court, affirmed the district court. The Supreme Court held that, while the jury commission itself discriminated against African-Americans, the Alabama statute did not. The statute made no mention of race and was capable of being applied in a non-discriminatory way. Seven justices agreed that the Governor did not need to appoint African-American jury commissioners because the class failed to prove discrimination in the selection of the existing commissioners. Justice Hugo L. Black concurred in the judgment and the opinion, but noted that the majority opinion does not imply that the U.S. Supreme Court had the power to vacate the Governor’s jury commission appointments or order him to appoint African-American commissioners.Justice William O. Douglas dissented in part, arguing that, while he would not order the Governor to appoint African-American jury commissioners, the jury commission system should be struck down because it did not provide for proportional representation of the races."
2754,61922,Choctaw Nation v. Oklahoma,https://api.oyez.org/cases/1969/41,41,1969,Choctaw Nation,Oklahoma et al. ,"Through several treaties, the United States granted the Choctaw and Cherokee Nations several million acres of land in what is now Oklahoma.  The Cherokee Nation sued the State of Oklahoma and several corporations for leasing gas, oil, and mineral rights to the river beds of the Arkansas River within that land.  The Choctaw Nation was allowed to intervene to claim that the riverbeds of Arkansas River within their land grant belonged to them.   The district court ruled against the Indian Nations, holding that the land grant did not convey rights to the river beds.  The U.S. Court of Appeals for the Tenth Circuit affirmed.
",635,4,3,True,majority opinion,reversed,Civil Rights,Did the U.S. convey rights to the riverbeds of the navigable portion of the Arkansas river through treaties with the Cherokee and Choctaw nations?,"Yes.  Justice Thurgood Marshall, writing for a 4-3 majority, reversed the lower court.  The Supreme Court held that the United States granted the Indian Nations rights to the riverbed of the Arkansas River where it was completely within the boundaries of the granted land and where it formed the border.  Justice William O. Douglas concurred, writing that only the continuation of discrimination would justify denying the Indian Nations their claim.Justice Byron R. White dissented, stating that the United States had a policy against conveying rights to the beds of rivers, and had expressed no intention to go against that policy.  Chief Justice Warren Burger and Justice Hugo L. Black joined in the dissent.  Justice John M. Harlan did not participate."
2755,61946,Evans v. Abney,https://api.oyez.org/cases/1969/60,60,1969,Reverend E.S. Evans et al. ,Guyton G. Abney et al.,"In 1911, U.S. Senator A. O. Bacon conveyed land to the city of Macon, Georgia through a testamentary trust for the purpose of providing a park for white persons only.  The city operated the park in that manner, but after passage of the Fourteenth Amendment, people of all races were permitted to use the park.  The managers of the park attempted to have the city removed as the trustee because it could no longer legally enforce racial segregation.  The U.S. Supreme Court ruled in favor of African American citizens who intervened, holding that the public nature of the park required that it be treated as a public institution subject to the Fourteenth Amendment regardless of who owned the park.  The trustees of Bacon’s estate then moved for a ruling that the trust was unenforceable, because racial segregation was no longer permitted, so the property should revert to Bacon’s heirs.  The trial court granted the motion, holding that racial segregation was an integral part of the trust, so the court could not simply amend the trust.  The Supreme Court of Georgia affirmed.<br />
",1088,5,2,False,majority opinion,affirmed,Civil Rights,"When an individual leaves land in a testamentary trust for use by whites only, are the Fourteenth Amendment rights of African Americans infringed if the court orders the land to revert back to the individual’s heirs rather than amend the trust to allow use by people of all races?","No.  Justice Lewis F. Black, writing for a 5-2 majority, affirmed the Georgia court.  The Supreme Court held that the Georgia court did no more than apply well-settled principles of Georgia law.  The court had no alternative but to end the trust under Georgia’s racially neutral trust laws.  There was no indication that the Georgia judges had any discriminatory intent.  The fact that the park managers and heirs may have had a discriminatory motivation in pursuing the dissolution of the trust did not create an Equal Protection Clause violation.Justice William O. Douglas dissented, arguing that Bacon’s will left all remainders and reversions to the city, not his heirs and the purpose of the will was to dedicate the land for municipal use.  Amending the trust to allow the park to be used by everyone would carry out that purpose better than allowing the land to revert to Bacon’s heirs who would close the park.  Justice William J. Brennan, Jr. also dissented, arguing that closing a public facility because the public authority that owned it could not keep it segregated violated the Equal Protection Clause. Justice Thurgood Marshall did not participate."
2756,61949,Goldberg v. Kelly,https://api.oyez.org/cases/1969/62,62,1969,Goldberg,Kelly,"John Kelly, acting on behalf of New York residents receiving financial assistance either under the federally-assisted program for Families with Dependent Children or under New York State's home relief program, challenged the constitutionality of procedures for notice and termination of such aid. Although originally offering no official notice or opportunity for hearings to those whose aid was scheduled for termination, the State of New York implemented a hearing procedure after commencement of Kelly's litigation.
",526,5,3,False,majority opinion,affirmed,Civil Rights,"Does a state's termination of public aid, without affording the beneficiary a hearing prior to termination, violate notions of procedural due process as set out in the Fourteenth Amendment's Due Process Clause?","Yes. In a 5-to-3 decision, the Court held that states must afford public aid recipients a pre-termination evidentiary hearing before discontinuing their aid. Noting that welfare benefits are statutory entitlements, rather than ""privileges,"" the Court weighed welfare recipients' need for procedural due process against the competing considerations of the possible harm they might suffer from discontinuation and the government's interest in summary adjudication. The Court concluded that state interests in conserving administrative costs are not sufficient to override public aid recipients' interest in procedural due process. With respect to New York's newly implemented hearings, the Court found them deficient insofar as they did not permit recipients to present evidence, be heard orally in person or through counsel, or cross-examine adverse witnesses."
2757,61954,Alexander v. Holmes County Board of Education,https://api.oyez.org/cases/1969/632,632,1969,Beatrice Alexander,Holmes County Board of Education,"The Supreme Court’s decision in Brown v. Board of Education, ordered school districts across the country to desegregate “with all deliberate speed.” However, nearly fifteen years after this order, many school districts, including schools in Holmes County, Mississippi, were either still segregated or saddled with laws making it very difficult for full integration to take place. In the summer of 1969, the United States District Court for the Southern District of Mississippi entered an order allowing the schools in Mississippi to continue using “freedom of choice” laws, which allowed parents to choose which school their children attended. The petitioners appealed to the United States Court of Appeals for the Fifth Circuit on July 23, 1969. That court, in a per curiam decision, reversed the lower court, but required the school districts to create and submit alternate plans by August 27, 1969. The petitioners then appealed.
",941,8,0,True,per curiam,vacated/remanded,Civil Rights,Should the Supreme Court allow any further delay in the complete desegregation of the nations’ school?,"No. In a per curiam decision, the Supreme Court held that it was the obligation of every school district to immediately terminate any and all segregated school systems and to only operate integrated schools. Furthermore, the Supreme Court noted that the Court of Appeals should not have allowed any more motions for additional time to desegregate because, in the Court’s opinion, the standard of allowing “all deliberate speed” for desegregation was no longer constitutionally permissible."
2758,61953,"United States v. W. M. Webb, Inc.",https://api.oyez.org/cases/1969/63,63,1969,United States,"W.M. Webb, Inc., et al.","W.M. Webb and other commercial fishing companies owned fishing boats that, according to established custom, were manned by independently contracted captains and crew. The company that owned each vessel was responsible for equipping it and hiring a captain, who then hired a crew. At the completion of each shipping expedition, the boat docked at a fish-processing plant, where the captain and crew were paid based on the volume of their catch. There was no guarantee that they would be paid if they did not catch fish. The commercial fishing companies determined at which plants the boats would dock and generally in what areas they would fish. The captain and the crew were responsible for the day-to-day running of the boats and expeditions.
The commercial fishing companies paid employers’ taxes under the Federal Insurance Contributions Act and the Federal Unemployment Tax Act and claimed refunds for the taxes due on the earnings of the captains and crews. They then sued for the refunds in district court, which held that the companies were entitled to the refunds. The district court held that the captains and crews were not “employees” for the purposes of the statutes because the amount of control the companies exercised over the boats was not enough to create an employer-employee relationship. The U.S. Court of Appeals for the Fifth Circuit affirmed.",1389,8,0,True,majority opinion,reversed/remanded,Federal Taxation,Are boat captains and crewmen in independent boats engaged in contractual agreements with commercial fishing companies “employees” of those companies under the Federal Insurance Contributions Act and the Federal Unemployment Tax Act?,"Yes. Justice John M. Harlan delivered the opinion for the 8-0 majority. The Supreme Court held that there was no indication in the language of the statutes that Congress intended to hold maritime activities to a land-based common law standard. Rather, resorting to the common understanding of maritime jurisprudence minimizes the uncertainly in trying to apply common law to maritime practices. Under maritime standards, employees typically have much broader discretion than land-based employees, so the type of control the commercial fishing companies exercised over their boats can still constitute the type of legal relationship the statutes require."
2759,61967,Coleman v. Alabama,https://api.oyez.org/cases/1969/72,72,1969,John Henry Coleman and Otis Stephens ,Alabama,"John Henry Coleman and Otis Stephens were convicted of assault with intent to murder.  The primary evidence against them was the identification by the victim, Casey Reynolds. He identified the pair in a police lineup at the Birmingham City Jail.  During this lineup, the police had Coleman and Stephens say certain phrases that Reynolds remembered his attackers saying.  Coleman and Stephens also did not have counsel at their preliminary hearing.  The Alabama Court of Appeals affirmed the convictions, rejecting augments that the lineup was so suggestive that it likely caused a misidentification, and that the preliminary hearing was a critical stage of prosecution where the defendants were entitled to the assistance of counsel.  The Supreme Court of Alabama denied review.
",786,5,3,True,plurality opinion,vacated/remanded,Criminal Procedure,(1) Did denying Coleman and Stephens counsel during their preliminary hearing violate the Sixth Amendment?(2) Was the police line-up so unfairly suggestive that it violated due process under the Fourteenth Amendment?,"Yes, No.  In a 5-3 decision, Justice William J. Brennan wrote the majority opinion vacating the convictions.  The Supreme Court held that Reynolds' identification of Coleman and Stephens did not stem from a prejudicial police lineup.  The Court also held that the preliminary hearing was a critical stage, so the defendants were constitutionally entitled to counsel.  The Court remanded the case to determine whether denying counsel created an unfair prejudice against the defendants.Justice Hugo L. Black wrote a concurrence, expressing that the right to counsel is guaranteed by the Sixth and Fourteenth Amendments rather than on the basis of holding a fair trial.  Justice William O. Douglas wrote a concurrence, also expressing that the right to counsel is guaranteed under the Sixth Amendment.  Justice Byron R. White wrote a concurrence, stating that requiring counsel for preliminary hearings might induce courts to eliminate preliminary hearings all together.Justice John M. Harlan wrote a partial dissent, stating that the convictions should not be overturned unless Coleman and Stephens can show that they lost favorable testimony during the preliminary hearing that otherwise would be preserved.  Chief Justice Warren E. Burger wrote a dissent, expressing that the Constitution does not guarantee assistance of counsel at a preliminary hearing.  Justice Potter Stewart wrote a separate dissent, also stating that defendants are not entitled to counsel at a preliminary hearing.  Justice Harry A. Blackmun did not participate."
2761,61976,Welsh v. United States,https://api.oyez.org/cases/1969/76,76,1969,Elliot Ashton Welsh II,United States,"On March 27, 1964, Elliot Ashton Welsh II was ordered by the Selective Service to report for physical examination after having been classified I-A and available for military service. Walsh requested and filed application for conscientious objector status. On his form, Welsh specifically indicated that his objection was not rooted in religious belief; he responded ""No"" where the questionnaire asked if he believed in a supreme being. An appeal board rejected his application. Welsh refused to appear for induction and, on June 1, 1966, was sentenced to three years imprisonment. The Court ruled in <em>United States v. Seeger</em> (1965) that conscientious objector status was not reserved to individuals of a traditional religious background. On appeal, however, the United States Court of Appeals for the Ninth Circuit found that because Welsh denied any religious foundation for his beliefs, whereas Seeger had characterized his pacifist beliefs as ""religious,"" Welsh's conviction was valid.
",1004,5,3,True,plurality opinion,reversed,First Amendment,Can Welsh claim conscientious objector status even though he professes no religious-based objection?,"Yes. In a 5-3 plurality opinion authored by Justice Hugo L. Black, the Court declared a registrant's characterization of his beliefs as nonreligious to be ""a highly unreliable guide for those charged with administering the exemption."" According to Justice Black, the term ""religious"" is broadly scoped, and denying conscientious objector status because of a refusal to use the term ""places undue emphasis on the registrant's interpretation of his own beliefs."" The Court therefore reasoned that conscientious objector status applies to ""all those whose consciences, spurred by deeply held moral, ethical, or religious beliefs, would give them no rest or peace if they allowed themselves to become a part of an instrument of war."""
2762,61978,In re Winship,https://api.oyez.org/cases/1969/778,778,1969,,In Re Winship,"At age twelve, Samuel Winship was arrested and charged as a juvenile delinquent for breaking into a woman's locker and stealing $112 from her pocketbook. The charge also alleged that had Winship's act been done by an adult, it would constitute larceny. Relying on Section 744(b) of the New York Family Court Act, which provided that determinations of juvenile's guilt be based on a preponderance of the evidence, a Family Court found Winship guilty, despite acknowledging that the evidence did not establish his guilt beyond a reasonable doubt. Winship's appeal of the court's use of the lower ""preponderance of the evidence"" burden of proof, was rejected in both the Appellate Division of the New York Supreme Court and in the New York Court of Appeals before the Supreme Court granted certiorari.
",806,5,3,True,majority opinion,reversed,Civil Rights,"Does the requirement that juvenile convictions rest on ""preponderance of the evidence"" burden of proof, as opposed to that stricter ""beyond a reasonable doubt"" threshold, violate the Fourteenth Amendment's Due Process Clause?","Yes. In a 5-to-3 decision, the Court found that when establishing guilt of criminal charges the strict ""reasonable-doubt"" standard must be applied to both adults and juveniles alike. The Court noted that by establishing guilt based only on a ""preponderance of the evidence,"" as is customary in civil cases, courts were denying criminal defendants a fundamental constitutional safeguard against the possibility that their fate be incorrectly decided due to fact-finding errors. The Court concluded that mere variations in age among criminal defendants will not suffice to warrant the use of different burdens of proof so long as they all face loss of liberty as a possible sentence."
2764,61995,United States v. Reynolds,https://api.oyez.org/cases/1969/88,88,1969,United States,W.G. Reynolds and Mary N. Reynolds,"The United States sued to condemn over 250 acres of W.G. and Mary Reynolds land for use in the Nolin Reservoir Project.  The Fifth Amendment authorized this type of taking as long as the government provided “just compensation”.  The Reynolds’ claimed that the original project did not contain 78 of the acres the United States tried to claim.  A jury awarded the Reynolds’ $20,000 as compensation for all the land taken.  On appeal, the U.S. Court of Appeals for the Sixth Circuit reversed and ordered a new trial, finding that the jury instructions referred to matters disclosed outside the jury’s presence.  Both the trial court and the court of appeals rejected the United States’ argument that the “scope of the project” issue was a question for the judge to decide, not the jury.
",792,6,2,True,majority opinion,vacated/remanded,Criminal Procedure,"(1) Should a judge or the jury decide whether the 78 acres were in the initial scope of the project?(2) Does the “scope of the project” rule require the early planning stages to show specifically which land will be taken, or just a general area influenced by the planned project?","The judge should decide; general area.  In a 6-2 decision, Justice Potter Stewart wrote the majority opinion vacating the lower judgment and remanding to the district court.  The Supreme Court held that Federal Rule of Civil Procedure 71A(h) provides that the jury is limited to deciding amount of just compensation.  The trial judge should decide all other issues.  The Court also briefly confirmed that the scope of the project includes any land that will likely be used according to early plans.  Justice William O. Douglas wrote a dissent, stating that there is no reason to prevent the jury from deciding issues of fact, such as the scope of the project, on which its verdict will rely. Justice Hugo L. Black joined in the dissent."
2765,62000,Williams v. Florida,https://api.oyez.org/cases/1969/927,927,1969,Williams,Florida,"In 1967, the state of Florida passed legislation to allow six-member juries in criminal cases. Johnny Williams was tried and convicted for robbery by such a jury. Williams, lost in a Florida appellate court; he appealed to the U.S. Supreme Court.
",254,6,2,False,majority opinion,affirmed,Criminal Procedure,Did a trial by jury of less than 12 persons violate the Sixth Amendment?,"The Court held that ""the 12-man [jury] requirement cannot be regarded as an indispensable component of the Sixth Amendment."" The Court found that the purpose of the jury trial was ""to prevent oppression by the Government,"" and that the performance of this role was not dependent on the particular number of people on the jury. The Court concluded that ""the fact that the jury at common law was composed of precisely 12 is a historical accident, unnecessary to effect the purposes of the jury system and wholly without significance 'except to mystics.'"""
2766,62019,"Time, Inc. v. Pape",https://api.oyez.org/cases/1970/109,109,1970,"Time, Inc.",Frank Pape,"In November 1961, the Civil Rights Commission released the fifth volume of its report for the year. One section of it focused on police brutality and made reference to the Supreme Court case <em>Monroe v. Pape</em>. The case was based on allegations that Detective Pape and other officers broke into the Monroe apartment, assaulted the Monroes, and took Mr. Monroe to the police station where he was held for ten hours without being charged or advised of his procedural rights. A week after the report was released, Time Magazine published an article that quoted extensively from the report’s coverage of the allegations without ever explicitly stating that they were allegations rather than findings.
Pape sued Time, Inc. for libel in district court and Time moved for dismissal. The district court granted the motion, but the U.S. Court of Appeals for the Seventh Circuit reversed and remanded the case. In the intervening time, the Supreme Court decided <em>New York Times v. Sullivan</em>, which stated that a public official may not recover damages for a defamatory falsehood relating to his or her official conduct unless there is evidence the statements were made with actual malice. This decision became the basis for the district court granting summary judgment for Time, Inc. The Court of Appeals again reversed, and held that a jury must decide whether actual malice was present. After the third trial, the district court granted Time, Inc.’s motion for a directed verdict. The Court of Appeals reversed for a third time and held that the issue of actual malice was one for the jury to decide.
",1619,8,1,True,majority opinion,reversed/remanded,First Amendment,Did the U.S. Court of Appeals for the Seventh Circuit correctly apply the precedent established byNew York Times v. Sullivan?,"No. Justice Potter Stewart delivered the opinion for the 8-1 majority. The Court held that the Time article was reporting on the Commission’s description of the allegations Monroe made against Pape, of which there was no inherent truth value. By not including the word “alleged” or a synonym, Time adopted one of multiple available interpretations, which is not enough to create a jury issue of “malice” underNew York Times v. Sullivan. The Court held that the Time article reflected an error in judgment, not a reckless disregard of the truth, and the statements are protected by the First and Fourteenth Amendments.In his dissenting opinion, Justice John M. Harlan wrote that the Supreme Court’s judgment of the specific facts of this case is unwarranted. He argued that, if the Court were to treat each case in this way, it would quickly become ineffective as a judicial body. He also argued that doing so would result in an overreach of the Court’s power that would infringe on the states’ rights to regulate defamation laws."
2767,62026,Griggs v. Duke Power Company,https://api.oyez.org/cases/1970/124,124,1970,Griggs,Duke Power Company,"Willie Griggs filed a class action, on behalf of several fellow African- American employees, against his employer Duke Power Company . Griggs challenged Duke's ""inside"" transfer policy, requiring employees who want to work in all but the company's lowest paying Labor Department to register a minimum score on two separate aptitude tests in addition to having a high school education. Griggs claimed that Duke's policy discriminated against African-American employees in violation of Title VII of the 1964 Civil Rights Act. On appeal from a district court's dismissal of the claim, the Court of Appeals found no discriminatory practices. The Supreme Court granted certiorari.
",683,8,0,True,majority opinion,reversed,Civil Rights,"Did Duke Power Company's intradepartmental transfer policy, requiring a high school education and the achievement of minimum scores on two separate aptitude tests, violate Title VII of the 1964 Civil Rights Act?","Yes. After noting that Title VII of the Act intended to achieve equality of employment opportunities, the Court held that Duke's standardized testing requirement prevented a disproportionate number of African-American employees from being hired by, and advancing to higher-paying departments within, the company. Neither the high school graduation requirement nor the two aptitude tests was directed or intended to measure an employee's ability to learn or perform a particular job or category of jobs within the company. The Court concluded that the subtle, illegal, purpose of these requirements was to safeguard Duke's long-standing policy of giving job preferences to its white employees."
2768,62033,Griffin v. Breckenridge,https://api.oyez.org/cases/1970/144,144,1970,Eugene Griffin et al.,Lavon Breckenridge et al.,"A group of black Mississippi citizens filed for damages against two white Mississippi citizens pursuant to 42 U.S.C Section 1985 subsection 3 which protects against conspirators interfering with the civil rights of others. R.G. Grady, a citizen of Tennessee, was driving the plaintiffs in the suit along a public highway, when the defendants, acting under the misconception that Grady worked for the organization Civil Rights for Negroes, allegedly pulled their truck into the path of Grady's car, causing him to stop. The defendants were accused of forcing Grady and his passengers to step out of the car and preventing their escape. According to the plaintiffs, the defendant James Calvin Breckenridge proceeded to beat Grady and the plaintiffs in the head with a club, injuring them. The defendants also threatened the plaintiffs verbally and pointed firearms at them. The United States District Court for the Southern District of Mississippi dismissed the plaintiffs' complaint, basing their decision on a previous case, <em>Collins v. Hardyman</em>. This case limited section 1985 subsection 3 to apply only to conspiracies somehow related to state laws or state officials, to avoid possible conflict with the U.S. Constitution. The Court of Appeals agreed.
",1270,9,0,True,majority opinion,reversed/remanded,Civil Rights,"1) What is the scope and constitutionality, primarily with respect to section 2 of the Thirteenth Amendment in relation to section 1985 subsection 3? 2) Did the defendants of the civil suit disobey the statute?","In a unanimous opinion authored by Justice Potter Stewart, the Court concluded that section 1985 subsection 3 covers conspiracy among private parties, uninvolved in official government business because three indicators pointed to that conclusion: the actual text of the law, the law in relation to the parent law upon which it was based, and the way in which the law had been interpreted in the past. The Court found that the conspirators must intend to deprive someone from a particular demographic group of equal rights to be in violation of section 1985 subsection 3. When these requirements are met, Congress can punish conspirators while acting in compliance with section 2 of the Thirteenth Amendment without the limitations ofCollins v. Hardyman. Finally, the Court ruled that, in the civil suit, the defendants did conspire to commit the assault with the purpose of infringing on the plaintiffs' legal rights because of their race. And, the plaintiffs suffered personal injuries as a result. Thus, the previous judgment is reversed."
